1       , -54514.6    , array([ 1.05645    ,  0.331943   ,  2.3602     ,  0.474839   ,  0.00748377 ])
308     , -1405.96    , array([ 1.17366    ,  0.0727049  ,  2.82022    ,  2.77969    ,  0.0313902  ])
309     , -1384.58    , array([ 1.04024    ,  0.0743288  ,  3.60154    ,  2.69237    ,  0.0324057  ])
310     , -1384.58    , array([ 1.04024    ,  0.0743288  ,  3.60154    ,  2.69237    ,  0.0324057  ])
311     , -1384.53    , array([ 1.04128    ,  0.0743288  ,  3.60154    ,  2.69237    ,  0.0324057  ])
312     , -1384.75    , array([ 1.04024    ,  0.0744032  ,  3.60154    ,  2.69237    ,  0.0324057  ])
313     , -1384.52    , array([ 1.04024    ,  0.0743288  ,  3.60515    ,  2.69237    ,  0.0324057  ])
314     , -1384.58    , array([ 1.04024    ,  0.0743288  ,  3.60154    ,  2.69507    ,  0.0324057  ])
315     , -1384.23    , array([ 1.04024    ,  0.0743288  ,  3.60154    ,  2.69237    ,  0.0324381  ])
316     , -1369.68    , array([ 0.939908   ,  0.079805   ,  5.57461    ,  2.50323    ,  0.0358661  ])
317     , -1369.68    , array([ 0.939908   ,  0.079805   ,  5.57461    ,  2.50323    ,  0.0358661  ])
318     , -1369.68    , array([ 0.940849   ,  0.079805   ,  5.57461    ,  2.50323    ,  0.0358661  ])
319     , -1370.3     , array([ 0.939908   ,  0.0798848  ,  5.57461    ,  2.50323    ,  0.0358661  ])
320     , -1369.85    , array([ 0.939908   ,  0.079805   ,  5.58019    ,  2.50323    ,  0.0358661  ])
321     , -1369.74    , array([ 0.939908   ,  0.079805   ,  5.57461    ,  2.50574    ,  0.0358661  ])
322     , -1368.97    , array([ 0.939908   ,  0.079805   ,  5.57461    ,  2.50323    ,  0.035902   ])
323     , -1366.72    , array([ 0.988117   ,  0.0770556  ,  4.49415    ,  2.59479    ,  0.0341156  ])
324     , -1366.72    , array([ 0.988117   ,  0.0770556  ,  4.49415    ,  2.59479    ,  0.0341156  ])
325     , -1366.68    , array([ 0.989105   ,  0.0770556  ,  4.49415    ,  2.59479    ,  0.0341156  ])
326     , -1367.06    , array([ 0.988117   ,  0.0771327  ,  4.49415    ,  2.59479    ,  0.0341156  ])
327     , -1366.73    , array([ 0.988117   ,  0.0770556  ,  4.49864    ,  2.59479    ,  0.0341156  ])
328     , -1366.74    , array([ 0.988117   ,  0.0770556  ,  4.49415    ,  2.59739    ,  0.0341156  ])
329     , -1366.23    , array([ 0.988117   ,  0.0770556  ,  4.49415    ,  2.59479    ,  0.0341498  ])
330     , -1344.41    , array([ 0.93384    ,  0.0887827  ,  5.51922    ,  2.20303    ,  0.0404874  ])
331     , -1344.41    , array([ 0.93384    ,  0.0887827  ,  5.51922    ,  2.20303    ,  0.0404874  ])
332     , -1344.37    , array([ 0.934774   ,  0.0887827  ,  5.51922    ,  2.20303    ,  0.0404874  ])
333     , -1345.04    , array([ 0.93384    ,  0.0888715  ,  5.51922    ,  2.20303    ,  0.0404874  ])
334     , -1344.55    , array([ 0.93384    ,  0.0887827  ,  5.52474    ,  2.20303    ,  0.0404874  ])
335     , -1344.47    , array([ 0.93384    ,  0.0887827  ,  5.51922    ,  2.20524    ,  0.0404874  ])
336     , -1343.78    , array([ 0.93384    ,  0.0887827  ,  5.51922    ,  2.20303    ,  0.0405279  ])
337     , -1322.01    , array([ 0.999776   ,  0.0989323  ,  4.82311    ,  1.96282    ,  0.0457169  ])
338     , -1322.01    , array([ 0.999776   ,  0.0989323  ,  4.82311    ,  1.96282    ,  0.0457169  ])
339     , -1321.98    , array([ 1.00078    ,  0.0989323  ,  4.82311    ,  1.96282    ,  0.0457169  ])
340     , -1322.43    , array([ 0.999776   ,  0.0990313  ,  4.82311    ,  1.96282    ,  0.0457169  ])
341     , -1322.01    , array([ 0.999776   ,  0.0989323  ,  4.82793    ,  1.96282    ,  0.0457169  ])
342     , -1322.03    , array([ 0.999776   ,  0.0989323  ,  4.82311    ,  1.96479    ,  0.0457169  ])
343     , -1321.66    , array([ 0.999776   ,  0.0989323  ,  4.82311    ,  1.96282    ,  0.0457627  ])
344     , -1320.47    , array([ 1.05197    ,  0.100555   ,  4.86637    ,  1.9217     ,  0.0468916  ])
345     , -1320.47    , array([ 1.05197    ,  0.100555   ,  4.86637    ,  1.9217     ,  0.0468916  ])
346     , -1320.55    , array([ 1.05302    ,  0.100555   ,  4.86637    ,  1.9217     ,  0.0468916  ])
347     , -1320.78    , array([ 1.05197    ,  0.100655   ,  4.86637    ,  1.9217     ,  0.0468916  ])
348     , -1320.51    , array([ 1.05197    ,  0.100555   ,  4.87124    ,  1.9217     ,  0.0468916  ])
349     , -1320.48    , array([ 1.05197    ,  0.100555   ,  4.86637    ,  1.92363    ,  0.0468916  ])
350     , -1320.21    , array([ 1.05197    ,  0.100555   ,  4.86637    ,  1.9217     ,  0.0469386  ])
351     , -1319.09    , array([ 1.02814    ,  0.100416   ,  4.86778    ,  1.91485    ,  0.0468709  ])
352     , -1319.09    , array([ 1.02814    ,  0.100416   ,  4.86778    ,  1.91485    ,  0.0468709  ])
353     , -1319.12    , array([ 1.02917    ,  0.100416   ,  4.86778    ,  1.91485    ,  0.0468709  ])
354     , -1319.36    , array([ 1.02814    ,  0.100516   ,  4.86778    ,  1.91485    ,  0.0468709  ])
355     , -1319.11    , array([ 1.02814    ,  0.100416   ,  4.87265    ,  1.91485    ,  0.0468709  ])
356     , -1319.09    , array([ 1.02814    ,  0.100416   ,  4.86778    ,  1.91677    ,  0.0468709  ])
357     , -1318.87    , array([ 1.02814    ,  0.100416   ,  4.86778    ,  1.91485    ,  0.0469178  ])
358     , -1317.57    , array([ 1.00645    ,  0.100166   ,  4.91217    ,  1.94432    ,  0.0470525  ])
359     , -1317.57    , array([ 1.00645    ,  0.100166   ,  4.91217    ,  1.94432    ,  0.0470525  ])
360     , -1317.56    , array([ 1.00746    ,  0.100166   ,  4.91217    ,  1.94432    ,  0.0470525  ])
361     , -1317.77    , array([ 1.00645    ,  0.100266   ,  4.91217    ,  1.94432    ,  0.0470525  ])
362     , -1317.57    , array([ 1.00645    ,  0.100166   ,  4.91709    ,  1.94432    ,  0.0470525  ])
363     , -1317.57    , array([ 1.00645    ,  0.100166   ,  4.91217    ,  1.94627    ,  0.0470525  ])
364     , -1317.4     , array([ 1.00645    ,  0.100166   ,  4.91217    ,  1.94432    ,  0.0470995  ])
365     , -1315.22    , array([ 0.987431   ,  0.0994214  ,  4.96795    ,  2.07055    ,  0.0474099  ])
366     , -1315.22    , array([ 0.987431   ,  0.0994214  ,  4.96795    ,  2.07055    ,  0.0474099  ])
367     , -1315.18    , array([ 0.988419   ,  0.0994214  ,  4.96795    ,  2.07055    ,  0.0474099  ])
368     , -1315.31    , array([ 0.987431   ,  0.0995209  ,  4.96795    ,  2.07055    ,  0.0474099  ])
369     , -1315.21    , array([ 0.987431   ,  0.0994214  ,  4.97292    ,  2.07055    ,  0.0474099  ])
370     , -1315.21    , array([ 0.987431   ,  0.0994214  ,  4.96795    ,  2.07262    ,  0.0474099  ])
371     , -1315.13    , array([ 0.987431   ,  0.0994214  ,  4.96795    ,  2.07055    ,  0.0474573  ])
372     , -1312.16    , array([ 0.977511   ,  0.0984785  ,  5.02266    ,  2.38566    ,  0.0483518  ])
373     , -1312.16    , array([ 0.977511   ,  0.0984785  ,  5.02266    ,  2.38566    ,  0.0483518  ])
374     , -1312.11    , array([ 0.978489   ,  0.0984785  ,  5.02266    ,  2.38566    ,  0.0483518  ])
375     , -1312.19    , array([ 0.977511   ,  0.098577   ,  5.02266    ,  2.38566    ,  0.0483518  ])
376     , -1312.15    , array([ 0.977511   ,  0.0984785  ,  5.02769    ,  2.38566    ,  0.0483518  ])
377     , -1312.15    , array([ 0.977511   ,  0.0984785  ,  5.02266    ,  2.38805    ,  0.0483518  ])
378     , -1312.12    , array([ 0.977511   ,  0.0984785  ,  5.02266    ,  2.38566    ,  0.0484001  ])
379     , -1311.25    , array([ 0.992674   ,  0.0979848  ,  4.98492    ,  2.56809    ,  0.0488475  ])
380     , -1311.25    , array([ 0.992674   ,  0.0979848  ,  4.98492    ,  2.56809    ,  0.0488475  ])
381     , -1311.24    , array([ 0.993667   ,  0.0979848  ,  4.98492    ,  2.56809    ,  0.0488475  ])
382     , -1311.25    , array([ 0.992674   ,  0.0980828  ,  4.98492    ,  2.56809    ,  0.0488475  ])
383     , -1311.25    , array([ 0.992674   ,  0.0979848  ,  4.9899     ,  2.56809    ,  0.0488475  ])
384     , -1311.25    , array([ 0.992674   ,  0.0979848  ,  4.98492    ,  2.57066    ,  0.0488475  ])
385     , -1311.25    , array([ 0.992674   ,  0.0979848  ,  4.98492    ,  2.56809    ,  0.0488964  ])
386     , -1311.12    , array([ 0.999647   ,  0.0982806  ,  4.9817     ,  2.54813    ,  0.0490089  ])
387     , -1311.12    , array([ 0.999647   ,  0.0982806  ,  4.9817     ,  2.54813    ,  0.0490089  ])
388     , -1311.12    , array([ 1.00065    ,  0.0982806  ,  4.9817     ,  2.54813    ,  0.0490089  ])
389     , -1311.11    , array([ 0.999647   ,  0.0983789  ,  4.9817     ,  2.54813    ,  0.0490089  ])
390     , -1311.12    , array([ 0.999647   ,  0.0982806  ,  4.98668    ,  2.54813    ,  0.0490089  ])
391     , -1311.12    , array([ 0.999647   ,  0.0982806  ,  4.9817     ,  2.55068    ,  0.0490089  ])
392     , -1311.13    , array([ 0.999647   ,  0.0982806  ,  4.9817     ,  2.54813    ,  0.0490579  ])
393     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
394     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
395     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
396     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
397     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
398     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
399     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
400     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98113    ,  2.54885    ,  0.0489611  ])
401     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98113    ,  2.54885    ,  0.0489611  ])
402     , -1311.12    , array([ 1.00169    ,  0.0982646  ,  4.98113    ,  2.54885    ,  0.0489611  ])
403     , -1311.12    , array([ 1.00069    ,  0.0983629  ,  4.98113    ,  2.54885    ,  0.0489611  ])
404     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98611    ,  2.54885    ,  0.0489611  ])
405     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98113    ,  2.5514     ,  0.0489611  ])
406     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98113    ,  2.54885    ,  0.0490101  ])
407     , -1311.11    , array([ 1.00035    ,  0.0983062  ,  4.98409    ,  2.55125    ,  0.0490082  ])
408     , -1311.11    , array([ 1.00035    ,  0.0983062  ,  4.98409    ,  2.55125    ,  0.0490082  ])
409     , -1311.11    , array([ 1.00135    ,  0.0983062  ,  4.98409    ,  2.55125    ,  0.0490082  ])
410     , -1311.11    , array([ 1.00035    ,  0.0984045  ,  4.98409    ,  2.55125    ,  0.0490082  ])
411     , -1311.11    , array([ 1.00035    ,  0.0983062  ,  4.98908    ,  2.55125    ,  0.0490082  ])
412     , -1311.11    , array([ 1.00035    ,  0.0983062  ,  4.98409    ,  2.5538     ,  0.0490082  ])
413     , -1311.11    , array([ 1.00035    ,  0.0983062  ,  4.98409    ,  2.55125    ,  0.0490572  ])
414     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490089  ])
415     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490089  ])
416     , -1311.11    , array([ 1.00134    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490089  ])
417     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
418     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98912    ,  2.55128    ,  0.0490089  ])
419     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55383    ,  0.0490089  ])
420     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490579  ])
421     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
422     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
423     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
424     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
425     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
426     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
427     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
428     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
429     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
430     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
431     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
432     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
433     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
434     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
435     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
436     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
437     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
438     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
439     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
440     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
441     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
442     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
443     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
444     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
445     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
446     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
447     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
448     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
449     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
450     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
451     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
452     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
453     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
454     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
455     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
456     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
457     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
458     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
459     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
460     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
461     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
462     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
463     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
464     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
465     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
466     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
467     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
468     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
469     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
470     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
471     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
472     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
473     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
474     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
475     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
476     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
477     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
478     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
479     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
480     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
481     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
482     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
483     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
484     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
485     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
486     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
487     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
488     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
489     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
490     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
491     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
492     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
493     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
494     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
495     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
496     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
497     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
498     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
499     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
500     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
501     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
502     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
503     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
504     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
505     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
506     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
507     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
508     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
509     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
510     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
511     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
512     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
513     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
514     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
515     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
516     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
517     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
518     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
519     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
520     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
521     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
522     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
523     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
524     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
525     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
526     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
527     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
528     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
529     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
530     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
531     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
532     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
533     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
534     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
535     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
536     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
537     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
538     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
539     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
540     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
541     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
542     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
543     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
544     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
545     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
546     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
547     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
548     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
549     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
550     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
551     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
552     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
553     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
554     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
555     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
556     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
