1       , -1538.95    , array([ 0.028128   ,  0.312074   ,  0.00339215 ,  0.00682257 ])
308     , -89.7633    , array([ 0.0783591  ,  1.11554    ,  0.0454847  ,  0.040443   ])
309     , -89.7561    , array([ 0.0784375  ,  1.11554    ,  0.0454847  ,  0.040443   ])
310     , -89.7682    , array([ 0.0783591  ,  1.11666    ,  0.0454847  ,  0.040443   ])
311     , -89.7768    , array([ 0.0783591  ,  1.11554    ,  0.0455302  ,  0.040443   ])
312     , -89.7794    , array([ 0.0783591  ,  1.11554    ,  0.0454847  ,  0.0404835  ])
313     , -89.6718    , array([ 0.0614939  ,  1.06001    ,  0.0334024  ,  0.043833   ])
314     , -89.6718    , array([ 0.0614939  ,  1.06001    ,  0.0334024  ,  0.043833   ])
315     , -89.7071    , array([ 0.0615554  ,  1.06001    ,  0.0334024  ,  0.043833   ])
316     , -89.6712    , array([ 0.0614939  ,  1.06108    ,  0.0334024  ,  0.043833   ])
317     , -89.6472    , array([ 0.0614939  ,  1.06001    ,  0.0334358  ,  0.043833   ])
318     , -89.6917    , array([ 0.0614939  ,  1.06001    ,  0.0334024  ,  0.0438768  ])
319     , -89.5219    , array([ 0.0607781  ,  1.06472    ,  0.033006   ,  0.0436947  ])
320     , -89.5219    , array([ 0.0607781  ,  1.06472    ,  0.033006   ,  0.0436947  ])
321     , -89.5552    , array([ 0.0608389  ,  1.06472    ,  0.033006   ,  0.0436947  ])
322     , -89.5208    , array([ 0.0607781  ,  1.06579    ,  0.033006   ,  0.0436947  ])
323     , -89.4981    , array([ 0.0607781  ,  1.06472    ,  0.0330391  ,  0.0436947  ])
324     , -89.5368    , array([ 0.0607781  ,  1.06472    ,  0.033006   ,  0.0437384  ])
325     , -89.3179    , array([ 0.0583562  ,  1.07156    ,  0.0315936  ,  0.0437425  ])
326     , -89.3179    , array([ 0.0583562  ,  1.07156    ,  0.0315936  ,  0.0437425  ])
327     , -89.3466    , array([ 0.0584145  ,  1.07156    ,  0.0315936  ,  0.0437425  ])
328     , -89.3175    , array([ 0.0583562  ,  1.07263    ,  0.0315936  ,  0.0437425  ])
329     , -89.297     , array([ 0.0583562  ,  1.07156    ,  0.0316252  ,  0.0437425  ])
330     , -89.3286    , array([ 0.0583562  ,  1.07156    ,  0.0315936  ,  0.0437862  ])
331     , -89.0876    , array([ 0.054079   ,  1.06906    ,  0.0291363  ,  0.0440521  ])
332     , -89.0876    , array([ 0.054079   ,  1.06906    ,  0.0291363  ,  0.0440521  ])
333     , -89.1098    , array([ 0.0541331  ,  1.06906    ,  0.0291363  ,  0.0440521  ])
334     , -89.0866    , array([ 0.054079   ,  1.07013    ,  0.0291363  ,  0.0440521  ])
335     , -89.0709    , array([ 0.054079   ,  1.06906    ,  0.0291654  ,  0.0440521  ])
336     , -89.0918    , array([ 0.054079   ,  1.06906    ,  0.0291363  ,  0.0440962  ])
337     , -88.912     , array([ 0.0471002  ,  1.0634     ,  0.0250636  ,  0.0449204  ])
338     , -88.912     , array([ 0.0471002  ,  1.0634     ,  0.0250636  ,  0.0449204  ])
339     , -88.9289    , array([ 0.0471474  ,  1.0634     ,  0.0250636  ,  0.0449204  ])
340     , -88.9125    , array([ 0.0471002  ,  1.06446    ,  0.0250636  ,  0.0449204  ])
341     , -88.8992    , array([ 0.0471002  ,  1.0634     ,  0.0250887  ,  0.0449204  ])
342     , -88.9157    , array([ 0.0471002  ,  1.0634     ,  0.0250636  ,  0.0449654  ])
343     , -88.8106    , array([ 0.0412348  ,  1.04795    ,  0.0217119  ,  0.0458176  ])
344     , -88.8106    , array([ 0.0412348  ,  1.04795    ,  0.0217119  ,  0.0458176  ])
345     , -88.826     , array([ 0.041276   ,  1.04795    ,  0.0217119  ,  0.0458176  ])
346     , -88.8105    , array([ 0.0412348  ,  1.04899    ,  0.0217119  ,  0.0458176  ])
347     , -88.7989    , array([ 0.0412348  ,  1.04795    ,  0.0217336  ,  0.0458176  ])
348     , -88.8143    , array([ 0.0412348  ,  1.04795    ,  0.0217119  ,  0.0458634  ])
349     , -88.7589    , array([ 0.0378467  ,  1.04061    ,  0.0198158  ,  0.0463446  ])
350     , -88.7589    , array([ 0.0378467  ,  1.04061    ,  0.0198158  ,  0.0463446  ])
351     , -88.7723    , array([ 0.0378846  ,  1.04061    ,  0.0198158  ,  0.0463446  ])
352     , -88.7591    , array([ 0.0378467  ,  1.04165    ,  0.0198158  ,  0.0463446  ])
353     , -88.7489    , array([ 0.0378467  ,  1.04061    ,  0.0198356  ,  0.0463446  ])
354     , -88.7639    , array([ 0.0378467  ,  1.04061    ,  0.0198158  ,  0.0463909  ])
355     , -88.7339    , array([ 0.0361407  ,  1.03657    ,  0.0188719  ,  0.0465998  ])
356     , -88.7339    , array([ 0.0361407  ,  1.03657    ,  0.0188719  ,  0.0465998  ])
357     , -88.7463    , array([ 0.0361769  ,  1.03657    ,  0.0188719  ,  0.0465998  ])
358     , -88.734     , array([ 0.0361407  ,  1.0376     ,  0.0188719  ,  0.0465998  ])
359     , -88.7247    , array([ 0.0361407  ,  1.03657    ,  0.0188908  ,  0.0465998  ])
360     , -88.739     , array([ 0.0361407  ,  1.03657    ,  0.0188719  ,  0.0466464  ])
361     , -88.6888    , array([ 0.0300519  ,  1.02055    ,  0.0155249  ,  0.047635   ])
362     , -88.6888    , array([ 0.0300519  ,  1.02055    ,  0.0155249  ,  0.047635   ])
363     , -88.6996    , array([ 0.030082   ,  1.02055    ,  0.0155249  ,  0.047635   ])
364     , -88.689     , array([ 0.0300519  ,  1.02157    ,  0.0155249  ,  0.047635   ])
365     , -88.6812    , array([ 0.0300519  ,  1.02055    ,  0.0155404  ,  0.047635   ])
366     , -88.6972    , array([ 0.0300519  ,  1.02055    ,  0.0155249  ,  0.0476826  ])
367     , -88.6683    , array([ 0.0280414  ,  1.016      ,  0.0144474  ,  0.0479382  ])
368     , -88.6683    , array([ 0.0280414  ,  1.016      ,  0.0144474  ,  0.0479382  ])
369     , -88.6773    , array([ 0.0280695  ,  1.016      ,  0.0144474  ,  0.0479382  ])
370     , -88.6686    , array([ 0.0280414  ,  1.01702    ,  0.0144474  ,  0.0479382  ])
371     , -88.6623    , array([ 0.0280414  ,  1.016      ,  0.0144618  ,  0.0479382  ])
372     , -88.6772    , array([ 0.0280414  ,  1.016      ,  0.0144474  ,  0.0479861  ])
373     , -88.6832    , array([ 0.0212574  ,  0.997999   ,  0.010835   ,  0.0491705  ])
374     , -88.6832    , array([ 0.0212574  ,  0.997999   ,  0.010835   ,  0.0491705  ])
375     , -88.6887    , array([ 0.0212787  ,  0.997999   ,  0.010835   ,  0.0491705  ])
376     , -88.6842    , array([ 0.0212574  ,  0.998998   ,  0.010835   ,  0.0491705  ])
377     , -88.6805    , array([ 0.0212574  ,  0.997999   ,  0.0108458  ,  0.0491705  ])
378     , -88.6985    , array([ 0.0212574  ,  0.997999   ,  0.010835   ,  0.0492197  ])
379     , -88.6822    , array([ 0.0211292  ,  0.997704   ,  0.0107684  ,  0.0491882  ])
380     , -88.6822    , array([ 0.0211292  ,  0.997704   ,  0.0107684  ,  0.0491882  ])
381     , -88.6875    , array([ 0.0211503  ,  0.997704   ,  0.0107684  ,  0.0491882  ])
382     , -88.6832    , array([ 0.0211292  ,  0.998702   ,  0.0107684  ,  0.0491882  ])
383     , -88.6797    , array([ 0.0211292  ,  0.997704   ,  0.0107791  ,  0.0491882  ])
384     , -88.6975    , array([ 0.0211292  ,  0.997704   ,  0.0107684  ,  0.0492375  ])
385     , -88.6787    , array([ 0.0206239  ,  0.996524   ,  0.0105059  ,  0.0492591  ])
386     , -88.6787    , array([ 0.0206239  ,  0.996524   ,  0.0105059  ,  0.0492591  ])
387     , -88.6833    , array([ 0.0206445  ,  0.996524   ,  0.0105059  ,  0.0492591  ])
388     , -88.6797    , array([ 0.0206239  ,  0.997521   ,  0.0105059  ,  0.0492591  ])
389     , -88.6768    , array([ 0.0206239  ,  0.996524   ,  0.0105164  ,  0.0492591  ])
390     , -88.694     , array([ 0.0206239  ,  0.996524   ,  0.0105059  ,  0.0493084  ])
391     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
392     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
393     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
394     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
395     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
396     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
397     , -88.6759    , array([ 0.018516   ,  0.991515   ,  0.00941018 ,  0.0495783  ])
398     , -88.6759    , array([ 0.018516   ,  0.991515   ,  0.00941018 ,  0.0495783  ])
399     , -88.6782    , array([ 0.0185346  ,  0.991515   ,  0.00941018 ,  0.0495783  ])
400     , -88.6768    , array([ 0.018516   ,  0.992507   ,  0.00941018 ,  0.0495783  ])
401     , -88.6762    , array([ 0.018516   ,  0.991515   ,  0.0094196  ,  0.0495783  ])
402     , -88.6915    , array([ 0.018516   ,  0.991515   ,  0.00941018 ,  0.0496279  ])
403     , -88.6748    , array([ 0.0186811  ,  0.991761   ,  0.00949742 ,  0.0495504  ])
404     , -88.6748    , array([ 0.0186811  ,  0.991761   ,  0.00949742 ,  0.0495504  ])
405     , -88.6771    , array([ 0.0186997  ,  0.991761   ,  0.00949742 ,  0.0495504  ])
406     , -88.6757    , array([ 0.0186811  ,  0.992753   ,  0.00949742 ,  0.0495504  ])
407     , -88.6751    , array([ 0.0186811  ,  0.991761   ,  0.00950692 ,  0.0495504  ])
408     , -88.6903    , array([ 0.0186811  ,  0.991761   ,  0.00949742 ,  0.0496     ])
409     , -88.6746    , array([ 0.018713   ,  0.991808   ,  0.0095143  ,  0.049545   ])
410     , -88.6746    , array([ 0.018713   ,  0.991808   ,  0.0095143  ,  0.049545   ])
411     , -88.6769    , array([ 0.0187317  ,  0.991808   ,  0.0095143  ,  0.049545   ])
412     , -88.6755    , array([ 0.018713   ,  0.9928     ,  0.0095143  ,  0.049545   ])
413     , -88.6749    , array([ 0.018713   ,  0.991808   ,  0.00952382 ,  0.049545   ])
414     , -88.6901    , array([ 0.018713   ,  0.991808   ,  0.0095143  ,  0.0495946  ])
415     , -88.6746    , array([ 0.0187191  ,  0.991817   ,  0.00951756 ,  0.049544   ])
416     , -88.6746    , array([ 0.0187191  ,  0.991817   ,  0.00951756 ,  0.049544   ])
417     , -88.6768    , array([ 0.0187379  ,  0.991817   ,  0.00951756 ,  0.049544   ])
418     , -88.6754    , array([ 0.0187191  ,  0.992809   ,  0.00951756 ,  0.049544   ])
419     , -88.6749    , array([ 0.0187191  ,  0.991817   ,  0.00952708 ,  0.049544   ])
420     , -88.6901    , array([ 0.0187191  ,  0.991817   ,  0.00951756 ,  0.0495936  ])
421     , -88.6746    , array([ 0.0187203  ,  0.991819   ,  0.00951819 ,  0.0495438  ])
422     , -88.6746    , array([ 0.0187203  ,  0.991819   ,  0.00951819 ,  0.0495438  ])
423     , -88.6768    , array([ 0.0187391  ,  0.991819   ,  0.00951819 ,  0.0495438  ])
424     , -88.6754    , array([ 0.0187203  ,  0.992811   ,  0.00951819 ,  0.0495438  ])
425     , -88.6749    , array([ 0.0187203  ,  0.991819   ,  0.00952771 ,  0.0495438  ])
426     , -88.69      , array([ 0.0187203  ,  0.991819   ,  0.00951819 ,  0.0495934  ])
427     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951831 ,  0.0495437  ])
428     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951831 ,  0.0495437  ])
429     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951831 ,  0.0495437  ])
430     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951831 ,  0.0495437  ])
431     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952783 ,  0.0495437  ])
432     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951831 ,  0.0495933  ])
433     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951833 ,  0.0495437  ])
434     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951833 ,  0.0495437  ])
435     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951833 ,  0.0495437  ])
436     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951833 ,  0.0495437  ])
437     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952785 ,  0.0495437  ])
438     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951833 ,  0.0495933  ])
439     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
440     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
441     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
442     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
443     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
444     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
445     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
446     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
447     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
448     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
449     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
450     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
451     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
452     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
453     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
454     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
455     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
456     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
457     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
458     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
459     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
460     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
461     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
462     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
463     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
464     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
465     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
466     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
467     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
468     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
469     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
470     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
471     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
472     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
473     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
474     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
475     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
476     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
477     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
478     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
479     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
480     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
481     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
482     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
483     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
484     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
485     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
486     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
487     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
488     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
489     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
490     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
491     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
492     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
493     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
494     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
495     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
496     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
497     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
498     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
499     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
500     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
501     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
502     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
503     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
504     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
505     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
506     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
507     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
508     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
509     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
510     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
511     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
512     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
513     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
514     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
515     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
516     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
517     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
518     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
519     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
520     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
521     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
522     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
523     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
524     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
525     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
526     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
527     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
528     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
529     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
530     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
531     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
532     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
533     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
534     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
535     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
536     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
537     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
538     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
539     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
540     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
541     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
542     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
543     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
544     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
545     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
546     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
547     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
548     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
549     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
550     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
551     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
552     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
553     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
554     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
555     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
556     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
557     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
558     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
559     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
560     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
561     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
562     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
563     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
564     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
565     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
566     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
567     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
568     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
569     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
570     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
571     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
572     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
573     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
574     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
575     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
576     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
577     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
578     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
579     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
580     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
581     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
582     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
583     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
584     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
585     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
586     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
587     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
588     , -88.69      , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495933  ])
589     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
590     , -88.6746    , array([ 0.0187206  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
591     , -88.6768    , array([ 0.0187393  ,  0.991819   ,  0.00951834 ,  0.0495437  ])
592     , -88.6754    , array([ 0.0187206  ,  0.992812   ,  0.00951834 ,  0.0495437  ])
593     , -88.6749    , array([ 0.0187206  ,  0.991819   ,  0.00952786 ,  0.0495437  ])
